代码	名称	涨幅%%	总金额	现价	买价	卖价	总量	现量	涨速%%	换手%%	今开	
600392	盛和资源	4.10	867206400	15.73	15.71	15.72	556658	11	-0.31	          5.19	15.00	
601225	陕西煤业	-0.11	866247360	9.20	9.20	9.21	949813	25	0.44	          0.95	9.29	
600383	金地集团	-2.07	849668608	12.76	12.76	12.77	668217	5	0.08	          1.48	13.18	
002176	江特电机	3.19	834802752	11.64	11.63	11.64	725128	6647	0.17	          5.25	11.35	
603156	养元饮品	1.23	830690304	91.39	91.43	91.45	91074	27	0.18	         21.16	91.80	
600490	鹏欣资源	10.01	823246848	9.34	9.34	--  	890843	16	0.00	          5.99	8.99	
600596	新安股份	6.27	816258176	14.23	14.24	14.25	580962	40	0.57	          8.55	13.40	
600183	生益科技	7.03	805971712	17.36	17.36	17.37	473342	51	-0.22	          3.25	16.32	
600690	青岛海尔	0.54	801275008	20.65	20.65	20.66	389874	96	0.73	          0.64	20.80	
601155	新城控股	-2.96	799647552	34.15	34.15	34.16	236645	2	0.23	          3.29	35.15	
600111	北方稀土	1.33	793391488	13.00	13.00	13.01	611651	45	0.08	          1.68	12.86	
601818	光大银行	-0.22	782061504	4.47	4.46	4.47	1755542	806	0.22	          0.44	4.49	
600352	浙江龙盛	1.20	780025024	12.66	12.65	12.66	617109	2	0.32	          2.02	12.62	
000423	东阿阿胶	0.65	765270592	61.60	61.60	61.63	127335	721	0.00	          1.95	60.90	
600068	葛洲坝	1.30	761789056	9.33	9.33	9.34	821623	1	-0.10	          1.78	9.33	
000807	云铝股份	1.92	750368128	8.48	8.48	8.49	894987	8175	0.00	          3.97	8.25	
000636	风华高科	6.35	749053056	12.22	12.22	12.23	624735	5202	0.08	          7.14	11.69	
601828	美凯龙	5.16	746327744	18.34	18.34	18.35	416429	72	0.00	         13.22	17.75	
600031	三一重工	2.21	739737280	8.77	8.77	8.78	844459	86	0.34	          1.10	8.61	
600276	恒瑞医药	2.02	732289344	74.76	74.77	74.78	98867	5	0.01	          0.35	73.50	
600782	新钢股份	1.52	723804544	8.01	8.01	8.02	901330	140	0.25	          3.23	8.12	
000488	晨鸣纸业	2.21	721864960	18.46	18.45	18.46	392056	4756	0.38	          3.55	18.36	
000776	广发证券	2.41	713878720	16.99	16.98	16.99	425090	3992	0.00	          0.72	16.70	
300017	网宿科技	3.63	704948800	11.43	11.42	11.43	620383	7675	0.18	          3.86	11.12	
002797	第一创业	2.48	701256000	8.69	8.69	8.70	815857	9601	0.12	          4.25	8.53	
002024	苏宁易购	2.79	700993408	12.53	12.53	12.54	562867	5462	0.00	          1.13	12.26	
600104	上汽集团	1.20	695976384	34.48	34.47	34.48	201496	37	0.17	          0.18	34.16	
601108	财通证券	4.92	692566464	16.20	16.21	16.22	435885	51	0.19	         12.14	15.60	
300418	昆仑万维	6.52	685168512	23.86	23.86	23.87	291193	1735	-0.03	          4.98	22.70	
000717	韶钢松山	4.81	682143808	7.84	7.84	7.85	877223	5498	-0.12	          3.63	7.65	
002073	软控股份	10.00	677542144	9.13	9.13	--  	761518	2004	0.11	         10.14	8.50	
300058	蓝色光标	5.67	672079168	7.27	7.27	7.28	941524	12975	0.14	          5.60	7.01	
002475	立讯精密	4.96	665869760	25.40	25.39	25.40	265158	1081	0.24	          0.84	24.54	
002129	中环股份	10.06	665123520	8.64	8.64	--  	792862	1296	0.00	          3.00	7.93	
600115	东方航空	2.15	663526464	8.09	8.08	8.09	828530	158	0.00	          0.84	7.97	
002721	金一文化	-8.47	663010496	14.05	14.05	14.06	468604	2064	-0.70	         10.00	14.00	
300107	建新股份	7.27	658246848	9.15	9.15	9.16	713594	6262	0.00	         21.80	8.62	
600188	兖州煤业	0.18	657638080	17.16	17.17	17.18	387120	23	-0.05	          1.31	17.20	
600196	复星医药	1.99	648202496	40.96	40.97	40.98	160189	10	0.02	          0.84	40.20	
000069	华侨城Ａ	-0.80	647501760	8.70	8.70	8.71	755577	3970	0.23	          1.23	8.77	
000792	盐湖股份	1.81	645508096	12.97	12.97	12.98	496307	5090	-0.22	          1.80	12.78	
601336	新华保险	1.45	641296000	55.88	55.88	55.90	115098	38	-0.03	          0.55	55.20	
002839	张家港行	3.44	638683456	9.61	9.61	9.62	675518	11396	0.10	          8.10	9.35	
002440	闰土股份	0.47	637336704	23.62	23.62	23.63	271515	5130	-0.03	          4.43	23.45	
002016	世荣兆业	9.99	632213056	13.43	13.43	--  	497349	809	0.07	          7.70	12.21	
600549	厦门钨业	2.53	630332416	24.73	24.76	24.77	257402	18	0.12	          2.38	24.29	
600000	浦发银行	0.08	620261056	12.73	12.73	12.74	488061	32	0.00	          0.17	12.77	
601636	旗滨集团	-0.55	620229824	7.21	7.21	7.22	869721	12	0.84	          3.46	7.22	
000786	北新建材	2.09	616926144	24.48	24.48	24.49	252959	4508	-0.44	          1.79	24.16	
601009	南京银行	0.64	611935744	9.50	9.49	9.50	645099	440	0.11	          0.80	9.50	
300115	长盈精密	8.68	611852288	18.79	18.79	18.80	332852	2807	-0.10	          3.71	17.40	
601888	中国国旅	-1.74	611129856	53.14	53.20	53.25	114801	4	-0.27	          0.59	54.15	
601989	中国重工	1.27	607887296	5.60	5.60	5.61	1091430	133	0.00	          0.59	5.54	
601211	国泰君安	3.32	604516032	18.34	18.34	18.35	334076	143	0.22	          0.71	17.95	
300676	华大基因	10.00	602565824	166.89	166.89	--  	37481	226	0.00	          9.35	153.78	
002714	牧原股份	-4.67	602413120	50.43	50.43	50.44	120097	1542	0.66	          2.00	52.69	
002600	江粉磁材	6.23	598152896	8.01	8.00	8.01	755608	6217	0.00	          5.69	7.56	
000528	柳 工	5.21	596062656	9.69	9.68	9.69	623275	8054	0.31	          5.54	9.40	
603516	淳中科技	4.84	592159616	47.87	47.85	47.87	122531	7	0.80	         52.39	50.00	
600673	东阳光科	5.84	590521088	9.25	9.25	9.26	651607	287	0.11	          2.65	8.80	
300166	东方国信	6.86	589761408	15.26	15.25	15.26	392465	4003	0.39	          4.87	14.80	
600325	华发股份	2.61	589369728	8.25	8.25	8.26	732371	5	0.36	          3.83	8.15	
600009	上海机场	6.04	583627968	49.69	49.68	49.69	118712	40	-0.09	          1.09	48.50	
600398	海澜之家	-0.39	583312000	12.71	12.70	12.71	461382	245	0.55	          1.03	12.81	
600623	华谊集团	4.64	581198336	10.60	10.61	10.62	556574	1	-0.08	          5.96	10.23	
603559	中通国脉	10.01	579166336	30.87	30.87	--  	191517	1	0.00	         24.09	28.48	
002185	华天科技	5.19	575616064	7.70	7.69	7.70	754945	12429	0.39	          3.54	7.34	
300027	华谊兄弟	2.78	569424192	9.61	9.61	9.62	597377	5646	0.10	          3.11	9.42	
600570	恒生电子	2.62	567596032	46.99	46.99	47.00	121046	20	0.11	          1.96	46.25	
000503	海虹控股	10.00	567379136	31.80	31.80	--  	186305	1909	0.00	          2.07	29.30	
600868	梅雁吉祥	1.54	559532416	4.62	4.62	4.63	1205588	40	-0.42	          6.35	4.80	
300088	长信科技	5.74	556806336	7.19	7.18	7.19	786360	11879	0.14	          3.48	6.86	
601233	桐昆股份	7.15	552907328	26.97	26.97	26.98	210618	6	0.00	          1.75	25.40	
000983	西山煤电	1.27	550404864	9.60	9.60	9.61	572646	4735	0.21	          1.82	9.65	
601992	金隅集团	3.20	548064704	5.49	5.49	5.50	1015685	134	-0.17	          1.25	5.40	
002359	北讯集团	8.49	546901568	27.48	27.48	27.49	205323	1734	-0.03	          2.90	25.33	
603895	天永智能	0.92	546143104	53.96	53.96	54.00	100095	34	-0.05	         51.86	55.60	
002081	金 螳 螂	1.15	545320064	14.06	14.06	14.07	401973	1797	0.00	          1.58	14.05	
000977	浪潮信息	2.24	540861888	17.80	17.79	17.80	304557	2385	0.00	          2.37	17.75	
601997	贵阳银行	1.23	540820800	15.62	15.62	15.63	347899	17	0.06	          2.81	15.53	
002635	安洁科技	10.00	540532480	21.78	21.78	--  	257693	362	0.00	          8.08	20.20	
002493	荣盛石化	7.75	539007424	17.10	17.10	17.11	322007	6563	0.41	          0.94	16.08	
600837	海通证券	1.89	534144800	12.38	12.38	12.39	435334	20	0.24	          0.54	12.20	
000681	视觉中国	7.90	532849856	25.40	25.40	25.41	216441	2048	-0.34	          7.73	23.70	
300168	万达信息	4.12	532832608	14.90	14.89	14.90	360636	8023	-0.06	          3.58	14.44	
000671	阳 光 城	-1.30	526610560	8.38	8.38	8.39	636252	6695	0.24	          1.96	8.59	
600547	山东黄金	1.68	524457984	26.62	26.64	26.65	198667	24	0.23	          1.37	26.17	
603056	德邦股份	10.02	521304160	21.52	21.52	--  	244409	7	0.00	         24.44	20.50	
002320	海峡股份	4.23	520125408	24.16	24.16	24.17	216908	2094	0.04	         10.48	23.23	
600018	上港集团	1.36	519499392	7.48	7.47	7.48	695501	34	0.13	          0.31	7.47	
300451	创业软件	0.31	515728896	32.13	32.13	32.14	159811	2593	0.19	         12.38	32.21	
601628	中国人寿	1.80	514089760	27.75	27.75	27.76	187078	10	0.00	          0.09	27.38	
600348	阳泉煤业	0.00	513606400	8.99	8.98	8.99	570579	5	0.22	          2.37	9.14	
000735	罗 牛 山	3.54	513426592	8.18	8.18	8.19	637431	8709	0.12	          6.02	7.96	
002281	光迅科技	10.02	510470912	26.25	26.25	--  	201693	352	0.00	          3.24	24.23	
002371	北方华创	10.02	510060608	32.40	32.40	--  	161644	1248	0.03	          4.62	29.68	
300684	中石科技	3.09	509349824	52.10	52.09	52.10	99235	1297	-0.49	         45.69	50.54	
300271	华宇软件	9.70	507143840	17.87	17.82	17.87	295703	10412	0.68	          5.97	16.47	
000672	上峰水泥	2.28	506427520	12.55	12.55	12.56	410343	6864	0.16	          5.04	12.36	
000898	鞍钢股份	0.27	505748288	7.50	7.49	7.50	671772	5374	0.54	          1.09	7.65	
002078	太阳纸业	4.34	505137408	12.75	12.75	12.76	398809	5471	0.16	          1.58	12.41	
600760	中航沈飞	5.61	504620864	27.65	27.63	27.64	185999	34	0.62	          5.39	26.56	
600809	山西汾酒	-1.88	502067968	56.84	56.86	56.90	89248	3	0.26	          1.03	57.93	
600569	安阳钢铁	1.94	494650720	5.26	5.25	5.26	938150	20	0.38	          3.92	5.32	
002285	世联行	5.82	493573760	10.18	10.17	10.18	489822	4463	-0.19	          2.88	9.79	
600093	易见股份	3.60	491513632	14.39	14.40	14.41	340422	57	-0.06	         10.56	13.90	
300072	三聚环保	3.77	489960096	33.61	33.61	33.62	147628	1345	-0.02	          1.07	32.69	
600808	马钢股份	1.17	489268576	4.34	4.34	4.35	1125527	100	0.00	          1.89	4.37	
600497	驰宏锌锗	2.54	488260192	7.27	7.26	7.27	678296	74	0.55	          1.57	7.12	
000933	神火股份	0.61	485501120	8.24	8.23	8.24	588830	7544	-0.11	          3.10	8.19	
600171	上海贝岭	6.50	484751520	13.28	13.27	13.28	373394	27	0.00	          5.54	12.50	
300124	汇川技术	4.32	482377408	30.44	30.44	30.45	161245	4108	0.23	          1.31	29.30	
600884	杉杉股份	1.79	480371616	18.16	18.16	18.17	266066	10	-0.15	          3.24	17.99	
300253	卫宁健康	3.78	477398240	9.05	9.05	9.06	529887	11160	-0.10	          4.62	8.83	
300212	易华录	2.86	474151520	32.36	32.35	32.36	149113	4082	0.12	          4.89	31.68	
300408	三环集团	5.81	472132896	22.75	22.74	22.75	211646	1457	0.22	          1.29	21.48	
002601	龙蟒佰利	2.45	471686624	18.43	18.42	18.43	256335	3277	-0.04	          3.82	18.05	
002273	水晶光电	7.92	471319584	20.84	20.83	20.84	231315	2495	-0.13	          3.76	19.44	
000060	中金岭南	1.18	470196128	10.32	10.31	10.32	458170	4172	0.10	          2.07	10.23	
300355	蒙草生态	2.95	469210784	11.50	11.50	11.51	412910	5593	0.00	          3.56	11.27	
603329	上海雅仕	10.00	458661792	31.36	31.36	--  	149220	2	0.00	         45.22	29.09	
000960	锡业股份	1.89	458552480	15.13	15.13	15.14	304600	2610	0.20	          2.52	14.81	
300226	上海钢联	5.70	456365952	57.88	57.87	57.88	80233	1250	0.23	          5.32	55.00	
002304	洋河股份	-1.54	447911552	128.78	128.78	128.88	34635	243	0.01	          0.28	132.00	
601678	滨化股份	4.53	446757312	9.47	9.47	9.48	480142	40	0.11	          4.04	9.16	
002907	华森制药	9.99	446349728	31.16	31.16	--  	147820	143	0.00	         36.90	28.80	
000338	潍柴动力	1.88	444913376	8.68	8.67	8.68	515900	2007	0.12	          1.19	8.59	
600919	江苏银行	0.79	441101600	7.62	7.62	7.63	580459	146	-0.25	          0.98	7.58	
600699	均胜电子	3.09	437988512	30.66	30.67	30.68	144013	2	0.10	          1.52	30.15	
300070	碧水源	2.34	437255776	16.19	16.18	16.19	272425	2274	0.12	          1.42	16.00	
000425	徐工机械	3.10	432519488	4.32	4.32	4.33	1009995	9045	0.00	          1.44	4.22	
300216	千山药机	9.99	430827968	9.80	9.80	--  	458808	1184	0.00	         17.58	9.06	
600977	中国电影	1.14	429881024	16.87	16.87	16.88	255417	103	0.18	          4.52	16.83	
601229	上海银行	0.19	427078784	15.94	15.94	15.95	268733	79	0.06	          0.72	15.82	
600015	华夏银行	-0.31	426785344	9.54	9.54	9.55	447968	19	0.10	          0.35	9.56	
600066	宇通客车	1.20	425501216	23.58	23.57	23.58	181913	58	-0.03	          0.82	23.50	
000568	泸州老窖	-0.50	423613696	61.55	61.55	61.60	69101	407	0.08	          0.49	61.88	
603356	华菱精工	7.61	423370880	24.47	24.46	24.50	172777	59	0.66	         51.82	24.26	
300274	阳光电源	10.03	419663232	16.46	16.46	--  	265339	1283	0.00	          2.51	15.16	
300014	亿纬锂能	1.72	418940576	17.72	17.71	17.72	238217	2653	0.11	          2.91	17.57	
002142	宁波银行	1.50	418408000	20.99	20.99	21.00	200113	1115	0.00	          0.44	20.65	
601857	中国石油	0.85	416443232	8.26	8.25	8.26	507090	28	0.12	          0.03	8.25	
603709	中源家居	2.85	414032448	38.61	38.59	38.60	106592	60	-0.33	         53.30	39.75	
600810	神马股份	2.27	410612320	10.79	10.80	10.81	380193	50	0.19	          8.60	10.43	
603260	合盛硅业	3.93	409841632	58.14	58.15	58.16	70629	1	0.00	         10.09	57.11	
002210	飞马国际	0.23	405264736	13.03	13.03	13.04	311213	7806	0.08	          2.42	13.26	
601998	中信银行	0.00	405098752	7.14	7.13	7.14	569681	81	0.00	          0.18	7.23	
603616	韩建河山	10.00	404649472	14.74	14.74	--  	289045	10	0.00	         19.61	14.00	
300170	汉得信息	2.17	403057632	13.63	13.63	13.64	295035	3108	0.52	          4.44	13.80	
300677	英科医疗	10.00	403024800	75.90	75.90	--  	55166	13	0.00	         22.69	69.95	
600498	烽火通信	5.10	400001152	28.04	28.05	28.06	143902	4	-0.03	          1.41	27.00	
300044	赛为智能	3.56	396872736	17.18	17.17	17.18	233672	2666	0.12	          9.66	16.67	
002229	鸿博股份	2.02	396598080	10.59	10.58	10.59	377166	5018	-0.18	         10.23	10.42	
300708	聚灿光电	7.12	396236544	27.09	27.08	27.09	149107	2560	-0.03	         23.18	25.80	
000789	万年青	2.10	395891168	11.17	11.17	11.18	359137	5181	0.18	          5.86	11.10	
300316	晶盛机电	5.42	390005024	17.49	17.49	17.50	224658	2224	0.06	          2.44	16.88	
600409	三友化工	2.07	389946432	9.84	9.83	9.84	399572	34	0.00	          2.16	9.70	
300287	飞利信	5.05	389784960	8.73	8.73	8.74	454790	8726	0.11	          4.30	8.44	
000806	银河生物	-6.10	388306144	6.62	6.61	6.62	599191	6870	-0.29	          8.58	6.50	
300015	爱尔眼科	5.99	387663232	37.16	37.15	37.16	106900	1204	0.46	          0.89	35.06	
601881	中国银河	3.18	383665952	10.38	10.37	10.38	375401	30	0.19	          3.06	10.16	
300188	美亚柏科	5.24	381013632	22.28	22.28	22.29	173808	1577	0.18	          5.66	21.39	
002202	金风科技	3.91	380053120	16.74	16.73	16.74	227824	1746	0.06	          0.81	16.13	
600720	祁连山	1.79	380025984	11.40	11.39	11.40	335671	40	0.18	          4.32	11.45	
000839	中信国安	3.46	378727872	7.77	7.76	7.77	492806	4981	0.00	          1.26	7.63	
600313	农发种业	8.71	377998944	3.87	3.86	3.87	1000840	150	0.78	         10.07	3.70	
600426	华鲁恒升	2.50	377964640	18.84	18.86	18.87	201759	1	0.53	          1.25	18.51	
600438	通威股份	3.23	377817664	10.23	10.23	10.24	371551	10	0.00	          1.34	9.86	
002050	三花智控	3.32	377145248	20.20	20.19	20.20	188142	795	0.05	          1.20	19.63	
002192	融捷股份	0.11	375438496	27.69	27.69	27.70	135499	1858	-0.06	          7.11	27.46	
601666	平煤股份	3.84	375035328	6.76	6.76	6.77	566081	1626	0.15	          2.40	6.65	
300033	同花顺	4.83	374762080	49.90	49.89	49.90	76191	1199	0.38	          2.89	48.21	
600230	沧州大化	1.79	374359200	46.06	46.07	46.08	82017	42	-0.08	          2.79	45.82	
300409	道氏技术	2.31	374104352	52.36	52.36	52.37	71052	549	-0.16	          5.41	51.30	
002449	国星光电	5.28	374031520	18.34	18.34	18.35	207216	1566	0.22	          5.09	17.53	
002606	大连电瓷	1.86	371372320	8.22	8.22	8.23	452071	7583	0.12	         11.25	8.10	
002156	通富微电	4.67	370774016	10.30	10.30	10.31	361143	8163	-0.47	          3.71	9.86	
002092	中泰化学	1.23	370506656	13.18	13.17	13.18	282947	6060	-0.14	          1.39	13.00	
000050	深天马Ａ	4.53	370070656	16.85	16.85	16.86	221822	2134	-0.11	          1.58	16.26	
300065	海兰信	4.43	369645056	15.09	15.07	15.09	248983	4428	0.67	          9.09	14.50	
300739	明阳电路	3.86	368704096	39.28	39.27	39.28	93148	1783	0.05	         30.24	39.40	
002573	清新环境	3.12	368424576	15.20	15.20	15.21	244534	1981	-0.19	          2.29	15.00	
000413	东旭光电	0.99	368035392	8.19	8.18	8.19	451733	6493	0.12	          1.10	8.14	
600025	华能水电	1.89	367887648	4.31	4.30	4.31	857812	417	0.23	          4.77	4.21	
002352	顺丰控股	7.79	366970080	51.50	51.50	51.51	70953	707	0.10	          1.37	48.50	
600499	科达洁能	0.78	363221504	10.36	10.36	10.37	350096	11	-0.18	          2.48	10.30	
