300041	回天新材
002468	申通快递
002658	雪迪龙
002061	浙江交科
002139	拓邦股份
300502	新易盛
002138	顺络电子
00023	东亚银行
600848	上海临港
002792	通宇通讯
300002	神州泰岳
600305	恒顺醋业
600330	天通股份
002029	七
300672	国科微
600478	科力远
000818	方大化工
002842	翔鹭钨业
601388	怡球资源
01316	耐世特
300327	中颖电子
002919	名臣健康
300336	新文化
002020	京新药业
002368	太极股份
002079	苏州固锝
000519	中兵红箭
300376	易事特
002025	航天电器
000710	贝瑞基因
603128	华贸物流
000893	东凌国际
300639	凯普生物
300141	和顺电气
01347	华虹半导体
300046	台基股份
300232	洲明科技
603025	大豪科技
002892	科力尔
300458	全志科技
002028	思源电气
002491	通鼎互联
600037	歌华有线
002501	利源精制
002087	新野纺织
300231	银信科技
300050	世纪鼎利
300520	科大国创
603083	剑桥科技
002519	银河电子
002055	得润电子
600562	国睿科技
300621	维业股份
600933	爱柯迪
300691	联合光电
603890	春秋电子
002537	海联金汇
00293	国泰航空
002815	崇达技术
603776	永安行
002486	嘉麟杰
603111	康尼机电
300310	宜通世纪
603305	旭升股份
000711	京蓝科技
600119	长江投资
603716	塞力斯
002887	绿茵生态
603186	华正新材
600193	创兴资源
603933	睿能科技
600439	瑞贝卡
300081	恒信东方
603888	新华网
603357	设计总院
300567	精测电子
603936	博敏电子
600761	安徽合力
600618	氯碱化工
002818	富森美
603078	江化微
600686	金龙汽车
600917	重庆燃气
300709	精研科技
300180	华峰超纤
002859	洁美科技
300597	吉大通信
603031	安德利
300252	金信诺
000088	盐
300393	中来股份
600391	航发科技
002022	科华生物
300295	三六五网
300683	海特生物
603177	德创环保
00860	奥立仕控股
03306	江南布衣
08392	舍图控股
002215	诺
002346	柘中股份
300609	汇纳科技
300378	鼎捷软件
002246	北化股份
300233	金城医药
600116	三峡水利
300623	捷捷微电
002773	康弘药业
002334	英威腾
01666	同仁堂科技
603387	基蛋生物
300638	广和通
300570	太辰光
002326	永太科技
600136	当代明诚
000733	振华科技
300661	圣邦股份
300100	双林股份
300526	中潜股份
300721	怡达股份
002120	韵达股份
300227	光韵达
002141	贤丰控股
000659	*ST中富
002414	高德红外
002448	中原内配
600850	华东电脑
002821	凯莱英
002746	仙坛股份
002436	兴森科技
300619	金银河
300671	富满电子
603535	嘉诚国际
002830	名雕股份
300353	东土科技
603929	亚翔集成
002775	文科园林
002631	德尔未来
603788	宁波高发
603042	华脉科技
000888	峨眉山Ａ
002860	星帅尔
600469	风神股份
603320	迪贝电气
300419	浩丰科技
300302	同有科技
300394	天孚通信
01685	博耳电力
300311	任子行
300307	慈星股份
300595	欧普康视
300687	赛意信息
002586	围海股份
002492	恒基达鑫
00139	中国软实力
01727	河北建设
002335	科华恒盛
002446	盛路通信
603133	碳元科技
603136	天目湖
300536	农尚环境
300602	飞荣达
603690	至纯科技
300515	三德科技
603717	天域生态
300127	银河磁体
002652	扬子新材
300548	博创科技
600211	西藏药业
00440	大新金融
603826	坤彩科技
600962	国投中鲁
300493	润欣科技
002351	漫步者
002813	路畅科技
01110	金活医药集团
002885	京泉华
000755	*ST三维
002554	惠博普
300529	健帆生物
002869	金溢科技
002798	帝王洁具
00821	汇盈控股
300346	南大光电
002119	康强电子
002880	卫光生物
300187	永清环保
300440	运达科技
300690	双一科技
603955	大千生态
002397	梦洁股份
02768	佳源国际控股
000061	农
300701	森霸股份
300546	雄帝科技
300606	金太阳
600833	第一医药
600980	北矿科技
300622	博士眼镜
002205	国统股份
300592	华凯创意
300620	光库科技
300596	利安隆
300537	广信材料
300507	苏奥传感
300056	三维丝
300660	江苏雷利
002026	山东威达
603496	恒为科技
01581	进升集团控股
300382	斯莱克
300437	清水源
300189	神农基因
300667	必创科技
300665	飞鹿股份
603336	宏辉果蔬
002116	中国海诚
002868	绿康生化
300190	维尔利
002363	隆基机械
002877	智能自控
300655	晶瑞股份
300617	安靠智电
603229	奥翔药业
300535	达威股份
603339	四方冷链
002667	鞍重股份
01415	高伟电子
300615	欣天科技
600356	恒丰纸业
300600	瑞特股份
300565	科信技术
300399	京天利
300589	江龙船艇
603908	牧高笛
603968	醋化股份
300473	德尔股份
000068	华控赛格
002165	红
00709	佐丹奴国际
603421	鼎信通讯
002653	海思科
300611	美力科技
01778	彩生活
300499	高澜股份
002735	王子新材
603656	泰禾光电
600629	华建集团
300576	容大感光
603023	威帝股份
300643	万通智控
300421	力星股份
603227	雪峰科技
300314	戴维医疗
300669	沪宁股份
603668	天马科技
300405	科隆股份
002778	高科石化
603089	正裕工业
600983	惠而浦
002452	长高集团
603701	德宏股份
300539	横河模具
600403	*ST大有
300632	光莆股份
603819	神力股份
01020	赛伯乐国际控股
603266	天龙股份
603038	华立股份
603838	四通股份
300647	超频三
600605	汇通能源
300610	晨化股份
00084	宝光实业
00467	联合能源集团
600265	ST景谷
01029	铁货
603679	华体科技
01985	美高域
300416	苏试试验
02662	承兴国际控股
300538	同益股份
