代码	名称	涨幅%%	总金额	买价	卖价	总量	现量	涨速%%	换手%%	量比	今开	最高	
00669	创科实业	1.09	162035904	46.300	46.400	3492729	166500	-0.22	          0.19	  0.60	46.500	46.950	
00003	香港中华煤气	0.37	161802464	16.100	16.120	10060659	743000	0.00	          0.07	  0.77	15.920	16.160	
00288	万洲国际	-0.11	161775632	9.430	9.450	17237176	1727500	-0.21	          0.12	  0.61	9.280	9.490	
02186	绿叶制药	3.65	161554704	7.070	7.090	22915012	219500	0.28	          0.69	  1.73	6.860	7.180	
00799	IGG	-0.50	161172976	11.920	11.940	13410443	140000	-0.17	          1.01	  0.39	12.160	12.300	
01211	比亚迪股份	-0.40	160201168	74.000	74.050	2153107	181000	-0.13	          0.24	  0.52	74.100	75.200	
02020	安踏体育	-0.85	157020128	40.900	40.950	3818108	214000	0.24	          0.14	  0.79	41.300	42.150	
02607	上海医药	0.49	155510288	20.650	20.700	7493738	144300	-0.24	          0.82	  1.49	20.550	21.000	
00881	中升控股	0.23	154626800	21.450	21.550	7233081	170000	0.00	          0.32	  2.41	22.000	22.600	
00981	中芯国际	0.00	152095216	10.960	10.980	13873300	648000	0.55	          0.28	  0.48	10.900	11.100	
02282	美高梅中国	0.46	150491728	21.950	22.000	6872425	142400	-0.23	          0.18	  0.82	22.350	22.400	
01169	海尔电器	0.87	150211456	28.950	29.000	5220864	140000	0.35	          0.19	  1.14	29.000	29.050	
01530	三生制药	3.12	146606416	17.140	17.180	8547990	287500	0.23	          0.34	  1.84	16.540	17.300	
01212	利福国际	-1.58	145180880	12.480	12.500	11722500	40000	0.32	          0.73	  2.38	12.700	12.940	
01788	国泰君安国际	-3.20	142689184	2.410	2.420	59325000	1017000	0.00	          0.77	  1.92	2.500	2.500	
01030	新城发展控股	-1.73	142661248	7.400	7.460	19072000	220000	-0.13	          0.32	  0.64	7.600	7.830	
01638	佳兆业集团	1.96	140865024	4.690	4.700	29568596	156000	0.00	          0.49	  1.97	4.730	4.870	
03311	中国建筑国际	-0.96	140752944	10.300	10.320	13670412	548000	-0.19	          0.27	  1.83	10.400	10.400	
00291	华润啤酒	-1.34	140085360	33.250	33.300	4216259	186000	0.45	          0.13	  0.71	33.450	33.700	
00902	华能国际电力股份	0.39	139032960	5.120	5.130	27104038	1094000	0.00	          0.58	  0.54	5.110	5.180	
00656	复星国际	-1.04	137692080	17.180	17.200	8022879	411000	0.47	          0.09	  0.96	17.060	17.340	
00066	港铁公司	-1.26	136095200	43.100	43.150	3152101	272000	0.00	          0.05	  0.55	43.500	43.600	
00728	中国电信	-1.46	134612720	3.380	3.390	39646748	3876000	-0.59	          0.29	  0.60	3.430	3.430	
01208	五矿资源	-1.16	134392592	5.110	5.120	26389670	116000	-0.39	          0.33	  1.09	5.170	5.240	
00384	中国燃气	0.00	133249384	25.300	25.350	5249535	389600	0.00	          0.11	  1.08	25.600	25.900	
03883	中国奥园	0.40	132417848	7.510	7.520	17685956	389000	0.53	          0.66	  0.67	7.600	7.640	
00189	东岳集团	-4.26	124003048	8.080	8.100	15056000	51000	0.00	          0.71	  0.56	8.550	8.550	
02313	申洲国际	0.31	122887896	80.350	80.400	1528448	86000	-0.06	          0.10	  0.76	79.850	81.200	
01660	善乐国际	36.99	117230408	--  	--  	56608000	80000	0.00	          4.57	  1.06	1.760	2.400	
06808	高鑫零售	-0.23	115264544	8.840	8.850	12956764	102000	0.45	          0.14	  0.94	8.910	9.040	
00316	东方海外国际	-0.07	114093384	73.100	73.150	1559500	14000	0.07	          0.25	  2.39	73.150	73.300	
06869	长飞光纤光缆	-0.12	112847792	41.050	41.150	2750125	13500	0.37	          0.78	  0.33	41.400	41.750	
03898	中车时代电气	-0.73	112424344	40.600	40.650	2765980	64100	0.25	          0.51	  1.20	40.500	40.950	
01910	新秀丽	-0.30	111711504	--  	--  	3325617	300	-0.15	          0.23	  0.83	34.250	34.300	
03328	交通银行	-0.16	110134768	6.270	6.280	17582020	1183000	0.00	          0.05	  0.59	6.250	6.310	
01800	中国交通建设	-1.07	110083632	8.300	8.310	13219174	1064000	0.00	          0.30	  0.82	8.360	8.400	
01317	枫叶教育	-2.58	108515088	10.560	10.600	10218000	26000	-0.19	          0.69	  1.08	11.000	11.040	
03383	雅居乐集团	-0.79	107411576	15.020	15.040	7187633	232000	-0.13	          0.18	  0.73	15.280	15.280	
03908	中金公司	-0.12	106718624	16.780	16.800	6318112	88400	0.00	          0.42	  1.30	16.720	17.080	
00011	恒生银行	0.05	105875640	187.100	187.500	564719	74000	-0.21	          0.03	  0.31	186.700	188.300	
02333	长城汽车	-0.34	105552632	8.840	8.850	11941553	932500	0.23	          0.39	  0.64	8.890	8.900	
00494	利丰	2.15	104479832	4.270	4.280	24375548	1286000	-0.23	          0.29	  0.95	4.160	4.330	
01958	北京汽车	-3.87	103865776	10.420	10.440	9857237	394000	0.19	          0.47	  1.11	10.840	10.860	
00144	招商局港口	2.32	103169760	18.540	18.560	5570827	502000	-0.22	          0.17	  1.23	18.140	18.660	
00582	蓝鼎国际	-4.62	101744400	0.305	0.310	322264672	3780000	1.64	          0.22	  0.68	0.325	0.325	
02386	中石化炼化工程	6.71	101036592	7.780	7.790	12967000	284000	0.13	          0.89	  2.81	7.550	8.160	
03380	龙光地产	-1.92	100354112	12.260	12.300	8112689	66000	0.00	          0.15	  1.30	12.320	12.600	
02208	金风科技	1.82	100279600	14.520	14.560	6838713	31600	0.00	          1.05	  0.39	14.280	14.880	
00839	中教控股	5.15	100096600	9.990	10.000	10116000	60000	0.00	          0.50	  1.38	9.600	10.340	
01339	中国人民保险集团	-1.62	99890584	4.240	4.250	23405260	1544000	0.00	          0.27	  0.64	4.270	4.320	
01766	中国中车	0.00	99857752	7.110	7.120	14024887	1019000	0.00	          0.32	  0.75	7.120	7.150	
01250	北控清洁能源集团	1.82	99419528	0.280	0.285	346348832	1780000	0.00	          0.55	  2.12	0.285	0.295	
00019	太古股份公司Ａ	0.80	99272456	82.150	82.200	1213009	93000	0.24	          0.13	  0.39	81.550	82.400	
00932	顺腾国际控股	3.45	99102328	--  	--  	84112000	12000	0.84	          3.98	  1.07	1.160	1.210	
02858	易鑫集团	-2.96	98692368	5.570	5.580	17637328	71000	0.18	          0.28	  1.67	5.800	5.800	
00293	国泰航空	-1.36	96732936	14.480	14.520	6633775	242000	-0.28	          0.17	  0.51	14.600	14.720	
02357	中航科工	1.59	96470024	5.120	5.130	18770904	1091000	-0.19	          0.80	  1.16	5.020	5.240	
00992	联想集团	0.49	95516152	4.130	4.140	23042750	1838000	0.00	          0.19	  0.93	4.120	4.180	
00751	创维数码	-1.01	93662120	3.900	3.910	23594500	270000	0.26	          0.77	  1.25	3.950	4.080	
01789	爱康医疗	3.27	91559904	--  	--  	20456000	34000	0.23	          1.97	  3.11	4.230	4.610	
02869	绿城服务	7.64	90226464	6.890	6.900	13316000	80000	0.00	          0.48	  3.51	6.400	6.920	
01999	敏华控股	-0.43	89986544	6.980	6.990	12708400	102800	0.14	          0.33	  0.92	6.980	7.170	
00323	马鞍山钢铁股份	-1.86	89004144	3.680	3.690	23982798	622000	0.27	          1.38	  1.14	3.780	3.780	
02600	中国铝业	-0.65	87900160	4.570	4.590	19227672	672000	-0.22	          0.49	  0.75	4.640	4.640	
03319	雅生活服务	0.98	87050472	--  	--  	7034641	500	-0.32	          1.62	  1.54	12.280	12.680	
01448	福寿园	4.37	86955248	7.410	7.440	11687000	51000	0.14	          0.54	  6.68	7.190	7.580	
01302	先健科技	6.13	85734784	2.240	2.250	40304000	184000	0.00	          0.93	  2.06	2.110	2.260	
01980	天鸽互动	-5.00	84712152	6.650	6.680	12459316	412000	-0.60	          0.98	  1.55	7.000	7.140	
01327	时间由你	-1.89	82116344	--  	--  	687673984	2000	8.33	         19.90	  4.06	0.106	0.155	
06088	FIT HON TENG	2.82	82113016	4.740	4.750	17253628	120000	-0.21	          0.26	  1.78	4.610	4.900	
00135	昆仑能源	1.12	80488024	7.240	7.250	11145033	972000	0.00	          0.14	  1.18	7.200	7.300	
00868	信义玻璃	0.31	80405456	12.980	13.000	6206600	198000	0.31	          0.15	  0.61	12.940	13.000	
02638	港灯－ＳＳ	0.80	79211712	--  	--  	10496200	500	0.00	          0.12	  1.02	7.530	7.600	
01313	华润水泥控股	0.15	78632696	6.860	6.870	11498498	660000	-0.15	          0.18	  0.47	6.900	6.960	
00148	建滔化工	-1.24	78489792	43.700	43.750	1788743	83000	-0.11	          0.17	  0.61	44.300	44.300	
00535	金地商置	-5.77	77722600	0.970	0.980	78656000	944000	0.00	          0.50	  1.61	1.020	1.020	
00520	呷哺呷哺	-0.13	77691488	--  	--  	4925000	6000	-0.13	          0.46	  1.16	15.820	15.880	
01997	九龙仓置业	-0.46	77501752	53.750	53.800	1435347	107000	-0.09	          0.05	  0.69	53.300	54.650	
00151	中国旺旺	-0.32	76987648	6.290	6.300	12246894	422000	0.00	          0.10	  1.29	6.300	6.330	
02669	中海物业	3.09	76576088	3.000	3.010	25642564	170000	0.00	          0.78	  0.94	2.900	3.020	
01728	正通汽车	2.44	75095752	7.530	7.570	9951500	176000	0.13	          0.40	  1.47	7.480	7.650	
01044	恒安国际	-0.46	73994512	75.750	75.800	972281	50500	0.00	          0.08	  0.49	75.400	76.800	
00817	中国金茂	-2.21	73809808	4.860	4.870	14958618	262000	-0.21	          0.13	  0.53	4.980	5.060	
06881	中国银河	-0.54	73667248	5.520	5.530	13299739	377000	0.36	          0.36	  0.55	5.560	5.620	
00426	万华媒体	13.14	72794432	--  	--  	46397000	6000	-0.64	         11.57	 18.23	1.400	1.730	
00267	中信股份	-0.71	72496200	11.200	11.220	6464438	790000	-0.18	          0.02	  0.73	11.160	11.260	
00860	奥立仕控股	9.36	72439016	1.870	1.880	39602440	556000	0.54	          0.67	  1.43	1.710	1.910	
01558	东阳光药	5.39	72377064	--  	--  	1742038	200	0.12	          0.77	  0.42	40.050	42.050	
01462	金诚控股	0.00	72162880	--  	--  	24370000	10000	0.68	          0.61	  0.96	2.960	3.000	
01031	金利丰金融	-8.66	71976544	4.020	4.030	18396044	4000	0.25	          0.14	  0.70	4.310	4.310	
02098	卓尔集团	0.21	70977352	9.380	9.420	7504153	1000	0.43	          0.06	  0.92	9.410	9.690	
01690	立基工程控股	24.39	70960000	--  	--  	148910000	10000	2.00	         11.63	  2.80	0.410	0.530	
00665	海通国际	-0.20	70758864	5.100	5.120	13786772	278000	-0.20	          0.25	  0.46	5.120	5.190	
00522	ASM PACIFIC	0.94	70055408	118.700	118.900	588305	51500	-0.17	          0.14	  0.64	117.800	120.000	
00874	白云山	1.46	70038840	24.300	24.350	2896532	22000	-0.20	          1.32	  1.30	24.000	24.500	
00960	龙湖地产	-1.05	69955152	23.500	23.550	2955037	302000	0.00	          0.05	  0.46	24.100	24.100	
00354	中国软件国际	0.15	69559584	6.520	6.530	10663766	98000	0.31	          0.44	  0.36	6.520	6.600	
00347	鞍钢股份	-1.01	68526848	7.840	7.850	8712578	382000	0.13	          0.80	  0.61	7.880	7.970	
00390	中国中铁	-0.90	68106560	5.470	5.480	12393854	1399000	0.18	          0.29	  0.87	5.510	5.540	
06837	海通证券	-0.36	68095672	10.940	10.960	6203294	831600	0.00	          0.18	  0.63	10.980	11.060	
00083	信和置业	-2.16	67969504	13.580	13.600	4977883	1110000	-0.15	          0.08	  0.85	13.800	13.880	
06060	众安在线	-0.72	67960440	68.500	68.600	989926	32500	0.15	          0.21	  0.39	69.100	69.900	
02009	金隅集团	-0.26	67829520	3.870	3.880	17649222	210000	0.26	          0.75	  0.99	3.860	3.900	
01816	中广核电力	-0.48	67291848	2.060	2.070	32448566	2917000	0.00	          0.29	  0.42	2.080	2.090	
00178	莎莎国际	-7.01	66759204	4.100	4.110	16054422	144000	0.00	          0.53	  0.81	4.400	4.420	
00308	香港中旅	4.05	65452884	3.080	3.090	21461456	270000	-0.65	          0.39	  3.42	2.970	3.100	
03377	远洋集团	-2.94	64625720	5.950	5.970	10751698	498500	-0.17	          0.14	  0.76	6.210	6.210	
02399	虎都	0.00	64566564	--  	--  	9707000	1000	0.15	          2.02	 43.80	6.740	6.800	
00877	昂纳科技集团	3.80	63759264	--  	--  	10121000	2000	0.16	          1.27	  1.83	6.090	6.440	
00968	信义光能	2.55	63182568	3.210	3.220	19574860	110000	0.31	          0.26	  0.78	3.160	3.270	
03633	中裕燃气	2.11	62536204	--  	--  	7718000	2000	0.49	          0.31	  2.53	8.000	8.340	
00551	裕元集团	1.78	62178488	34.250	34.300	1826500	90000	0.15	          0.11	  0.71	33.700	34.300	
00590	六福集团	5.13	61978904	28.650	28.700	2198300	52000	0.17	          0.37	  2.52	27.350	28.750	
00358	江西铜业股份	0.34	61863284	11.800	11.820	5242785	99000	0.17	          0.38	  0.52	11.780	11.920	
00371	北控水务集团	0.00	61460184	5.150	5.160	11918824	816000	0.00	          0.13	  0.76	5.170	5.200	
06823	香港电讯－ＳＳ	-0.70	60466260	--  	--  	6098872	1000	-0.10	          0.08	  0.66	9.960	9.960	
01233	时代中国控股	-1.46	60100248	--  	--  	4957800	2000	0.00	          0.27	  0.43	12.420	12.480	
00489	东风集团股份	-0.61	59434372	9.740	9.750	6098893	296000	0.31	          0.21	  0.70	9.720	9.860	
00322	康师傅控股	-1.91	59089888	15.380	15.400	3824118	202000	0.00	          0.07	  0.88	15.600	15.680	
06886	HTSC	-0.87	58406724	15.880	15.900	3657353	285000	-0.25	          0.21	  0.70	16.000	16.140	
00045	大酒店	8.26	58341768	12.840	12.900	4617733	42000	-0.16	          0.29	  1.32	11.980	12.980	
00270	粤海投资	0.16	58334580	12.260	12.300	4746928	326000	-0.16	          0.07	  0.69	12.260	12.400	
00683	嘉里建设	0.42	56509668	35.400	35.500	1602698	222000	0.85	          0.11	  0.72	35.700	35.950	
00285	比亚迪电子	0.00	56497648	17.000	17.020	3329736	87000	-0.35	          0.15	  0.55	17.020	17.100	
01628	禹洲地产	-2.03	55799616	5.310	5.330	10404380	383000	0.00	          0.25	  0.68	5.440	5.460	
01347	华虹半导体	-0.70	55428848	17.080	17.180	3221770	10000	-0.23	          0.31	  0.51	17.260	17.500	
00257	中国光大国际	-0.50	54512408	12.000	12.020	4526888	235000	0.00	          0.10	  0.68	12.340	12.340	
02363	通达宏泰	-17.08	54105264	1.960	1.970	25232080	10000	-0.50	         13.34	  0.21	2.410	2.440	
00215	和记电讯香港	-0.70	54065564	2.820	2.830	19090000	324000	0.00	          0.40	  1.33	2.840	2.850	
00806	惠理集团	1.00	53936088	8.050	8.080	6691969	18000	0.12	          0.36	  0.55	8.020	8.120	
00658	中国高速传动	2.06	53895708	10.920	11.000	4909117	44000	-0.73	          0.30	  1.08	10.700	11.080	
01963	重庆银行	-6.40	53866172	6.430	6.450	8330000	29500	0.00	          0.53	  6.50	6.650	6.650	
00512	远大医药	-8.75	53738884	5.110	5.130	10188000	172000	-0.39	          0.44	  1.28	5.440	5.590	
00136	恒腾网络	1.37	53720272	0.365	0.370	147200992	1068000	1.37	          0.20	  1.01	0.365	0.370	
02232	晶苑国际	-0.51	53407900	7.780	7.790	6848500	32000	0.26	          0.24	  2.62	7.880	7.890	
02338	潍柴动力	-1.13	53307132	8.770	8.780	6069800	368000	0.00	          0.31	  0.63	8.880	8.890	
00696	中国民航信息网络	0.56	52874036	26.750	26.800	1965870	64000	-0.19	          0.21	  0.98	26.700	27.100	
02588	中银航空租赁	3.63	52631400	47.000	47.050	1137780	13300	0.32	          0.16	  1.19	45.350	47.150	
01888	建滔积层板	-0.86	52198060	16.040	16.060	3241333	63000	0.00	          0.11	  0.38	16.180	16.240	
02196	复星医药	2.04	52172088	50.000	50.100	1044191	22000	0.10	          0.22	  0.64	49.200	50.500	
00639	首钢资源	-3.07	51543420	2.190	2.210	23025500	74000	0.45	          0.43	  0.81	2.260	2.300	
01972	太古地产	1.20	50348996	29.400	29.500	1718950	287400	0.34	          0.03	  0.81	29.350	29.500	
00123	越秀地产	-1.57	49884696	1.870	1.880	26477224	370000	0.53	          0.21	  0.31	1.910	1.910	
01357	美图公司	-0.10	49490344	9.980	9.990	4951562	29000	0.00	          0.12	  0.47	10.000	10.060	
00168	青岛啤酒股份	-1.88	48958164	41.750	41.800	1160183	28000	0.00	          0.18	  0.91	41.900	42.950	
03933	联邦制药	3.80	48685992	8.200	8.210	6005002	52000	0.24	          0.37	  1.15	7.940	8.260	
00200	新濠国际发展	0.00	48612760	22.400	22.550	2163511	121000	0.45	          0.14	  0.85	22.300	22.750	
01515	华润凤凰医疗	-1.03	48210452	9.600	9.640	4990500	39000	-0.21	          0.38	  0.96	9.870	9.870	
03301	融信中国	-1.66	48195672	12.940	13.000	3661500	19500	0.15	          0.24	  0.69	13.280	13.380	
01898	中煤能源	-1.71	47306684	3.450	3.460	13607201	769000	-0.29	          0.33	  1.00	3.510	3.530	
06818	中国光大银行	-0.26	46791148	3.900	3.910	12003496	179000	0.26	          0.09	  0.66	3.910	3.930	
02688	新奥能源	-0.96	46545600	62.000	62.050	749136	105000	0.16	          0.07	  0.49	62.850	62.950	
02362	金川国际	-0.51	46426572	--  	--  	24007000	31000	0.52	          0.50	  0.52	1.970	1.990	
03818	中国动向	3.16	45964944	1.630	1.650	28169464	368000	-0.61	          0.50	  3.22	1.580	1.690	
01776	广发证券	-0.81	45947952	14.760	14.780	3104347	191200	0.27	          0.18	  0.82	14.900	14.940	
00689	长盈集团（控股）	13.04	45448292	--  	--  	45126840	30000	1.96	          0.90	  3.32	0.910	1.060	
00008	电讯盈科	-0.85	45370508	4.640	4.650	9754113	716000	-0.22	          0.13	  0.62	4.650	4.690	
00581	中国东方集团	-2.61	44973832	5.590	5.620	8028000	108000	0.00	          0.22	  0.34	5.690	5.720	
00709	佐丹奴国际	3.15	44455412	4.580	4.590	9766000	42000	0.00	          0.62	  0.89	4.460	4.590	
00867	康哲药业	2.44	43983096	17.560	17.620	2510871	160000	0.11	          0.10	  0.45	17.200	17.700	
03326	保发集团	0.84	43753084	--  	--  	12138000	3000	1.12	          0.90	  0.90	3.590	3.690	
00493	国美零售	-1.10	43662940	0.900	0.910	48461344	899000	-1.10	          0.22	  1.27	0.910	0.910	
01378	中国宏桥	-1.40	43662408	9.170	9.230	4706500	37000	-0.43	          0.05	  0.69	9.250	9.410	
00694	北京首都机场股份	-1.06	43440436	11.140	11.160	3901366	284000	0.00	          0.21	  0.64	11.220	11.220	
